Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Days upon Outcome
A680622,,6/4/14,5:44PM,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue Tabby,7
A679830,,6/4/14,6:00PM,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Silver,730
A678584,Madison,6/4/14,6:20PM,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,30
A679917,Mo Mo,6/4/14,6:38PM,Adoption,,Dog,Spayed Female,1 year,Anatol Shepherd Mix,Cream,365
A679918,Appa,6/4/14,6:39PM,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Cream,365
A680597,Junior,6/4/14,6:39PM,Return to Owner,,Dog,Neutered Male,8 years,Rottweiler Mix,Black,2920
A671601,Luna,6/4/14,6:41PM,Return to Owner,,Dog,Spayed Female,1 year,Cane Corso,Brown Brindle,365
A680482,,6/4/14,6:51PM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,365
A680486,,6/4/14,6:51PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,730
A680114,,6/4/14,6:51PM,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Brown Tabby/White,730
A680468,,6/4/14,6:51PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Longhair Mix,Orange Tabby,730
A680323,,6/4/14,6:52PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,White/Brown Tabby,730
A680487,,6/4/14,6:52PM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,365
A680608,,6/4/14,7:18PM,Euthanasia,Suffering,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby/White,30
A680637,,6/5/14,8:21AM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown,28
A680638,,6/5/14,8:21AM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown,28
A680639,,6/5/14,8:22AM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown,28
A680640,,6/5/14,8:22AM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown,28
A680623,Lovely Boy,6/5/14,9:50AM,Euthanasia,Medical,Cat,Intact Male,12 years,Domestic Shorthair Mix,Black,4380
A680636,Oliver,6/5/14,11:52AM,Return to Owner,,Dog,Neutered Male,5 years,Yorkshire Terrier Mix,Gray/Tan,1825
A680651,,6/5/14,12:25PM,Euthanasia,Rabies Risk,Other,Unknown,3 months,Raccoon,Gray/Black,90
A680298,Buddy,6/5/14,1:04PM,Return to Owner,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,730
A671492,Buddy,6/5/14,1:05PM,Adoption,Foster,Dog,Neutered Male,4 years,Border Terrier Mix,Black/White,1460
A680656,,6/5/14,1:38PM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White,14
A679941,,6/5/14,2:17PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White,365
A676340,*Charles,6/5/14,2:37PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,60
A680346,*Sam,6/5/14,2:55PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,30
A680347,*Suzy,6/5/14,2:55PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby,30
A680348,*Sarita,6/5/14,2:55PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby,30
A680344,*Sophia,6/5/14,2:55PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby,30
A678782,,6/5/14,3:13PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A676338,*Victoria,6/5/14,3:17PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,60
A676341,*Richard,6/5/14,3:20PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60
A678783,,6/5/14,3:20PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,60
A676337,*Elizabeth,6/5/14,3:27PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60
A679277,,6/5/14,3:32PM,Adoption,Foster,Dog,Spayed Female,10 months,Siberian Husky Mix,Black/White,300
A676339,*Edward,6/5/14,3:38PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A679582,*Suzie,6/5/14,3:49PM,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue,60
A673115,Minnie,6/5/14,4:34PM,Transfer,Partner,Dog,Spayed Female,3 years,Yorkshire Terrier,Black/Red,1095
A677573,*Sprinkles,6/5/14,4:45PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A677575,*Fudge,6/5/14,4:46PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,60
A677986,Tigger,6/5/14,5:06PM,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby,365
A678092,,6/5/14,5:12PM,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Orange Tabby,30
A680321,,6/5/14,5:25PM,Transfer,Partner,Dog,Neutered Male,1 year,Boston Terrier Mix,Black/White,365
A680385,Magic,6/5/14,5:37PM,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Blue/White,730
A679492,Callie,6/5/14,5:43PM,Return to Owner,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White,2190
A679493,Harlie,6/5/14,5:43PM,Return to Owner,,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Blue/White,270
A679861,Taz,6/5/14,5:45PM,Return to Owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,365
A680318,Romeo,6/5/14,6:00PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Brown,730
A680654,Mau-Mau,6/5/14,6:11PM,Return to Owner,,Cat,Neutered Male,8 years,Persian,Chocolate Point,2920
A680674,,6/5/14,6:15PM,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,2
A680675,,6/5/14,6:15PM,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,2
A680331,Milo,6/5/14,6:18PM,Adoption,,Dog,Neutered Male,10 months,Tibetan Spaniel Mix,Black/Tan,300
A680277,Simba,6/5/14,6:23PM,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Gold,730
A680304,Luna,6/5/14,6:36PM,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair,Tricolor,150
A678486,*Higgins,6/5/14,6:46PM,Transfer,Partner,Dog,Neutered Male,4 years,Miniature Pinscher Mix,Black/Tan,1460
A680046,*Henry,6/5/14,6:47PM,Transfer,Partner,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,White,3650
A680565,Lil' Bit,6/5/14,6:50PM,Adoption,,Dog,Spayed Female,8 months,Rat Terrier Mix,Tricolor,240
A679871,Cindy,6/5/14,6:57PM,Adoption,,Cat,Spayed Female,4 years,Maine Coon Mix,Brown Tabby/White,1460
A680604,,6/5/14,6:58PM,Transfer,SCRP,Cat,Intact Female,5 years,Maine Coon Mix,Brown Tabby,1825
A679713,,6/5/14,6:58PM,Transfer,SCRP,Cat,Intact Female,2 years,Siamese,Lynx Point,730
A676789,Precious,6/5/14,7:03PM,Transfer,Partner,Dog,Spayed Female,3 years,American Staffordshire Terrier Mix,White/Blue,1095
A678755,*George,6/5/14,7:06PM,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White,60
A680630,,6/5/14,7:15PM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,365
A680686,,6/5/14,10:57PM,Euthanasia,Suffering,Other,Unknown,4 weeks,Rabbit Sh,Brown/White,28
A677304,,6/6/14,10:16AM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White,90
A657495,Spartan,6/6/14,11:14AM,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Buff/White,730
A680679,Penny,6/6/14,11:24AM,Return to Owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,White/Brown,2190
A679867,Ladybird,6/6/14,11:26AM,Return to Owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Yellow Brindle/White,1825
A680685,Sparky,6/6/14,11:37AM,Adoption,,Dog,Intact Male,2 years,Samoyed,White,730
A619269,Princessa,6/6/14,11:48AM,Euthanasia,Suffering,Dog,Intact Female,2 years,Miniature Poodle Mix,Cream,730
A680035,*Carmen,6/6/14,11:51AM,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown Brindle,730
A680444,,6/6/14,12:02PM,Transfer,Partner,Dog,Neutered Male,6 years,Pug Mix,Tan/Black,2190
A618771,Prieto,6/6/14,12:28PM,Transfer,Partner,Dog,Neutered Male,4 years,Cavalier Span Mix,Black,1460
A680288,,6/6/14,12:31PM,Transfer,Partner,Dog,Intact Male,4 years,Manchester Terrier Mix,Black/Tan,1460
A675991,*Chachi,6/6/14,12:54PM,Transfer,Partner,Dog,Neutered Male,4 years,Pit Bull Mix,Blue/White,1460
A679972,Munchkin,6/6/14,1:00PM,Transfer,Partner,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Blue/White,5110
A680381,,6/6/14,1:00PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico,60
A680516,*Derrick,6/6/14,1:01PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,30
A677983,Neo,6/6/14,1:56PM,Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,Blue/White,365
A680668,Monkey,6/6/14,2:04PM,Return to Owner,,Dog,Neutered Male,2 years,Collie Smooth Mix,Black/White,730
A680411,Elliott,6/6/14,2:05PM,Adoption,,Cat,Intact Male,1 month,Snowshoe Mix,Seal Point,30
A680476,Frisco,6/6/14,2:30PM,Transfer,Partner,Dog,Neutered Male,1 year,Boxer Mix,Red/White,365
A680477,Fran,6/6/14,2:32PM,Transfer,Partner,Dog,Spayed Female,1 year,Boxer Mix,Red,365
A680702,,6/6/14,2:39PM,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby/White,7
A680703,,6/6/14,2:39PM,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Calico,7
A680704,,6/6/14,2:39PM,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Lynx Point,7
A680705,,6/6/14,2:39PM,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White,7
A680706,,6/6/14,2:39PM,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black/White,7
A680697,Rocket,6/6/14,2:47PM,Return to Owner,,Dog,Neutered Male,3 years,Whippet Mix,White/Tan,1095
A666615,Jay Jay,6/6/14,3:08PM,Adoption,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tan/White,2190
A679652,*Navin,6/6/14,3:41PM,Adoption,,Dog,Neutered Male,1 year,Dachshund Mix,Brown/Black,365
A676805,*Josephine,6/6/14,4:04PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,60
A680390,,6/6/14,4:13PM,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan,365
A680391,,6/6/14,4:13PM,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan,365
A650431,Mia,6/6/14,4:17PM,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue,1095
A679886,Layla,6/6/14,4:19PM,Return to Owner,,Dog,Spayed Female,8 years,Miniature Pinscher/Chihuahua Shorthair,Brown,2920
A679595,Gizmo,6/6/14,4:36PM,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,White/Chocolate,2190
A680335,Louie,6/6/14,4:38PM,Transfer,Partner,Dog,Neutered Male,6 years,Rottweiler,Black/Tan,2190
A680389,*Plecostomus,6/6/14,5:06PM,Died,,Other,Unknown,6 months,Cold Water,Black/Gray,180
A680341,Holly,6/6/14,5:26PM,Adoption,,Dog,Spayed Female,6 years,Yorkshire Terrier Mix,Brown/Silver,2190
A680237,,6/6/14,5:32PM,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black,365
A680427,,6/6/14,5:43PM,Adoption,,Dog,Neutered Male,3 years,Norfolk Terrier,Black/Tan,1095
A680457,Roscoe,6/6/14,6:00PM,Return to Owner,,Dog,Neutered Male,2 months,Pit Bull Mix,Black/White,60
A680360,Macie,6/6/14,6:03PM,Adoption,,Dog,Spayed Female,4 years,Dalmatian/Labrador Retriever,Black/White,1460
A680719,,6/6/14,6:17PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black,30
A680720,,6/6/14,6:18PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black,30
A680721,,6/6/14,6:18PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black,30
A680297,Hercules,6/6/14,6:19PM,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Sable/Tan,730
A677998,*Carolina,6/6/14,6:29PM,Adoption,,Dog,Spayed Female,8 years,Australian Shepherd/Labrador Retriever,Black/Tan,2920
A664228,Kaya,6/6/14,6:40PM,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,365
A680441,,6/6/14,6:45PM,Adoption,,Dog,Spayed Female,2 months,Dachshund Mix,Red/White,60
A680731,Boo Boo,6/6/14,6:52PM,Euthanasia,Suffering,Cat,Unknown,10 years,Domestic Medium Hair Mix,Black/White,3650
A500002,Bruce Lee,6/6/14,6:53PM,Return to Owner,,Dog,Intact Male,6 years,Labrador Retriever/Boxer,Black/White,2190
A678089,*Hobart,6/6/14,7:09PM,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,30
A680388,*Koi,6/6/14,7:25PM,Adoption,,Other,Unknown,6 months,Cold Water,Orange/White,180
A680392,*Plecostomus,6/6/14,7:26PM,Adoption,,Other,Unknown,1 year,Cold Water,Black/Gray,365
A680393,*Oscar,6/6/14,7:27PM,Adoption,,Other,Unknown,1 year,Cold Water,Gray/Orange,365
A680394,*Oscar,6/6/14,7:27PM,Adoption,,Other,Unknown,1 year,Cold Water,White/Orange,365
A680644,,6/6/14,7:30PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,730
A680648,,6/6/14,7:30PM,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Blue/White,365
A680657,,6/6/14,7:30PM,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby,365
A680744,,6/7/14,8:00AM,Transfer,SCRP,Cat,Intact Female,7 months,Domestic Shorthair Mix,Calico,210
A680382,Marty,6/7/14,11:16AM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,365
A680324,,6/7/14,11:16AM,Died,In Kennel,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Brown Tabby/White,35
A680200,*Zoey,6/7/14,11:59AM,Adoption,,Dog,Spayed Female,1 year,West Highland Mix,White/Brown,365
A680252,Tovah,6/7/14,12:07PM,Adoption,,Dog,Spayed Female,2 years,Pharaoh Hound Mix,Brown/White,730
A677572,*Butter,6/7/14,12:15PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,60
A551055,Riley,6/7/14,12:26PM,Transfer,Partner,Dog,Neutered Male,11 years,Parson Russell Terrier Mix,White/Brown,4015
A680024,*Sandy,6/7/14,12:50PM,Transfer,Partner,Dog,Intact Female,5 years,Pit Bull,Tan/White,1825
A680025,,6/7/14,12:53PM,Transfer,Partner,Dog,Intact Female,2 weeks,Pit Bull Mix,Brown/White,14
A680027,,6/7/14,12:53PM,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown/White,14
A680028,,6/7/14,12:54PM,Transfer,Partner,Dog,Intact Female,2 weeks,Pit Bull Mix,Brown/White,14
A680030,,6/7/14,12:54PM,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown/White,14
A680726,Gordo,6/7/14,1:03PM,Return to Owner,,Dog,Neutered Male,13 years,Cocker Spaniel/Miniature Poodle,Buff,4745
A680725,Snuggles,6/7/14,1:05PM,Return to Owner,,Dog,Spayed Female,13 years,Yorkshire Terrier/Miniature Schnauzer,Gray,4745
A678091,,6/7/14,1:15PM,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Orange Tabby,30
A680137,Sophie,6/7/14,1:36PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,60
A679983,*Duffy,6/7/14,1:43PM,Adoption,,Dog,Neutered Male,1 year,Flat Coat Retriever/German Shepherd,Black/Brown,365
A674531,*Michael,6/7/14,1:58PM,Adoption,Offsite,Dog,Neutered Male,9 months,Pit Bull Mix,Black/White,270
A675373,Guzi,6/7/14,2:02PM,Return to Owner,,Dog,Intact Female,2 years,American Bulldog Mix,White/Brown Brindle,730
A677088,,6/7/14,2:06PM,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,30
A675370,Easy,6/7/14,2:08PM,Return to Owner,,Dog,Intact Male,3 years,Cane Corso Mix,Blue/White,1095
A662031,Pluto,6/7/14,2:14PM,Return to Owner,,Dog,Neutered Male,1 year,Norwich Terrier Mix,White/Tan,365
A679896,,6/7/14,2:16PM,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,30
A677650,*Denny,6/7/14,2:45PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,60
A677651,*Drew,6/7/14,2:48PM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,60
A678591,Parker,6/7/14,3:25PM,Adoption,,Dog,Spayed Female,3 months,Cardigan Welsh Corgi Mix,Tricolor,90
A680763,,6/7/14,3:27PM,Euthanasia,Suffering,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black,365
A672189,*Julius,6/7/14,3:31PM,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Pointer,White/Black,365
A676207,,6/7/14,3:36PM,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black,60
A654642,Roxie,6/7/14,3:45PM,Adoption,,Dog,Spayed Female,1 year,Saluki Mix,Brown/Black,365
A680767,,6/7/14,4:01PM,Euthanasia,Suffering,Dog,Intact Female,2 years,Dachshund Mix,Tan,730
A680775,,6/7/14,4:10PM,Euthanasia,Rabies Risk,Other,Unknown,3 weeks,Skunk Mix,Black/White,21
A679782,Sunshine,6/7/14,4:11PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,730
A677898,*Ritzy,6/7/14,4:18PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,365
A668663,Roxi,6/7/14,4:26PM,Adoption,,Dog,Spayed Female,2 years,Queensland Heeler Mix,Black/White,730
A680765,Dino,6/7/14,4:51PM,Return to Owner,,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black,3650
A680301,Cleo,6/8/14,6:44PM,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Red,365
A680316,*Mojo,6/7/14,4:58PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,60
A680506,Shaka,6/7/14,5:09PM,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Buff/White,90
A680507,Tukufu,6/7/14,5:09PM,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Brown/White,90
A680718,,6/7/14,5:10PM,Transfer,Partner,Dog,Intact Female,8 months,Collie Smooth/Boxer,White/Brown Brindle,240
A680773,,6/7/14,5:15PM,Transfer,Partner,Dog,Unknown,2 days,Dachshund Mix,Black,2
A680769,,6/7/14,5:16PM,Transfer,Partner,Dog,Unknown,2 days,Dachshund Mix,Tan,2
A680770,,6/7/14,5:16PM,Transfer,Partner,Dog,Unknown,2 days,Dachshund Mix,Tan,2
A680771,,6/7/14,5:16PM,Transfer,Partner,Dog,Unknown,2 days,Dachshund Mix,Tan,2
A680772,,6/7/14,5:16PM,Transfer,Partner,Dog,Unknown,2 days,Dachshund Mix,Tan,2
A679224,Lola,6/7/14,5:18PM,Adoption,,Dog,Spayed Female,1 year,Siberian Husky Mix,Gray/Black,365
A680492,*Dusty,6/7/14,5:38PM,Adoption,,Dog,Spayed Female,4 months,Australian Shepherd/Anatol Shepherd,Yellow Brindle,120
A680418,Mckinzie,6/7/14,5:56PM,Adoption,,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Tan,365
A678121,*Pearl,6/7/14,6:00PM,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black Tabby/White,60
A680235,,6/7/14,6:02PM,Euthanasia,Suffering,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,3650
A680367,Bear,6/7/14,6:16PM,Euthanasia,Rabies Risk,Dog,Intact Male,9 years,German Shepherd/Labrador Retriever,Gold,3285
A680424,,6/7/14,6:17PM,Adoption,,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Tan/Black,30
A680513,,6/7/14,6:19PM,Adoption,,Dog,Spayed Female,5 months,Cairn Terrier Mix,Tricolor,150
A680781,,6/7/14,6:36PM,Transfer,Partner,Cat,Intact Female,1 year,Domestic Longhair Mix,Black,365
A680782,,6/7/14,6:37PM,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Brown Tabby,1
A680783,,6/7/14,6:37PM,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair Mix,Brown Tabby,1
A680784,,6/7/14,6:38PM,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair Mix,Brown Tabby,1
A680785,,6/7/14,6:38PM,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair Mix,Blue,1
A679178,Lugs,6/7/14,6:38PM,Adoption,,Dog,Neutered Male,4 years,Labrador Retriever/Golden Retriever,Red,1460
A679377,Oreo,6/7/14,7:01PM,Adoption,,Cat,Neutered Male,1 year,Domestic Longhair Mix,Black/White,365
A680480,*Ozzy,6/7/14,7:01PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A680683,,6/7/14,7:09PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,730
A680407,,6/7/14,7:18PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby,60
A677259,Genki,6/8/14,11:13AM,Return to Owner,,Cat,Neutered Male,13 years,Russian Blue Mix,Blue,4745
A680373,Kate,6/8/14,11:38AM,Euthanasia,Suffering,Cat,Intact Female,1 month,Siamese,Seal Point,30
A675036,*Leia,6/8/14,11:40AM,Adoption,Foster,Dog,Spayed Female,2 years,Chihuahua Shorthair/Dachshund,Gray/White,730
A680807,,6/8/14,12:11PM,Euthanasia,Medical,Other,Unknown,1 year,Raccoon Mix,Black/White,365
A680358,,6/8/14,12:14PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,60
A680795,Juma,6/8/14,12:18PM,Return to Owner,,Dog,Neutered Male,5 years,Rhod Ridgeback Mix,Red/White,1825
A679707,,6/8/14,12:18PM,Died,Enroute,Cat,Intact Female,3 years,Domestic Shorthair Mix,Black/White,1095
A680804,,6/8/14,12:18PM,Euthanasia,Suffering,Cat,Intact Male,7 years,Domestic Shorthair Mix,Black/White,2555
A679811,,6/8/14,12:19PM,Died,In Kennel,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby/White,730
A678209,,6/8/14,12:20PM,Died,In Foster,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,28
A676882,Mrs. Norris,6/8/14,12:53PM,Adoption,,Cat,Spayed Female,13 years,Maine Coon Mix,Torbie,4745
A680670,,6/8/14,12:53PM,Adoption,,Dog,Neutered Male,1 year,Black/Tan Hound Mix,Black/Tan,365
A679678,*Crumbs,6/8/14,1:18PM,Euthanasia,Suffering,Cat,Intact Male,1 month,Siamese Mix,Lynx Point,30
A678754,Max,6/8/14,1:34PM,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,White/Brown Tabby,60
A680652,Gaspi,6/8/14,1:58PM,Return to Owner,,Dog,Intact Male,3 years,Shih Tzu Mix,White/Gray,1095
A677456,*Roscoe,6/8/14,2:00PM,Adoption,,Dog,Spayed Female,11 months,Bullmastiff Mix,Black Brindle,330
A621877,Anakin,6/8/14,2:00PM,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown,1825
A680803,Finn,6/8/14,2:06PM,Return to Owner,,Cat,Neutered Male,2 years,Domestic Longhair Mix,Orange Tabby,730
A680823,,6/8/14,2:08PM,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Longhair Mix,Blue/White,30
A680132,Evan,6/8/14,2:16PM,Adoption,,Dog,Neutered Male,7 months,Border Collie/Labrador Retriever,Black/White,210
A680371,Will,6/8/14,2:36PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,30
A680751,,6/8/14,2:48PM,Euthanasia,Suffering,Cat,Intact Female,6 months,Domestic Shorthair Mix,Cream Tabby,180
A615647,Vegas,6/8/14,3:06PM,Return to Owner,,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,Blue Tick/Black,1460
A680419,Lizzy,6/8/14,3:09PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie,60
A680669,Rosa,6/8/14,3:09PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby,60
A678972,Cali,6/8/14,3:28PM,Adoption,,Dog,Spayed Female,5 years,Dachshund Mix,Brown Brindle,1825
A678703,*Abby,6/8/14,3:46PM,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby/White,60
A678706,*Lucy,6/8/14,3:47PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,60
A676806,*Napoleon,6/8/14,3:58PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A678129,*Liv,6/8/14,4:33PM,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Torbie,30
A679956,Simon,6/8/14,4:49PM,Return to Owner,,Dog,Neutered Male,1 year,Anatol Shepherd,Fawn/Black,365
A680475,Abby,6/8/14,4:53PM,Adoption,,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Buff,365
A678573,*Orville,6/8/14,4:53PM,Adoption,,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Orange Tabby/White,330
A674321,Rex,6/8/14,4:57PM,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan,730
